RB_ID,KO_Name,FUNKTION,POSITION,ANREDE_TITEL,PRAEFIX,ADEL,PARTEI,ORTSZUSATZ
333504,Franke,,,,,,,Osnabrück
333506,Franke,,,,,,,Osnabrück
333546,Schulte,,,,,,,Unna
334034,Stark,,,Dr.,,,,Nürtingen
334061,Haase,,,,,,,Kassel
334062,Stark,,,Dr.,,,,Nürtingen
334303,Schäfer,,,Dr.,,,,Tübingen
334307,Schäfer,,,Dr.,,,,Tübingen
334395,Franke,,,,,,,Osnabrück
334586,Hermsdorf,,,,,,,Cuxhaven
334646,Schäfer,,,Dr.,,,,Tübingen
334651,Schäfer,,,,,,,Tübingen
334662,Schäfer,,,Dr.,,,,Tübingen
334688,Müller,,,,,,,Berlin
334996,Schäfer,,,Dr.,,,,Tübingen
335008,Schäfer,,,Dr.,,,,Tübingen
335010,Schäfer,,,Dr.,,,,Tübingen
335034,Schäfer,,,Dr.,,,,Tübingen
335078,Schäfer,,,Dr.,,,,Tübingen
335085,Schäfer,,,Dr.,,,,Tübingen
335155,Meinecke,,,Dr.,,,,Hamburg
335538,Mursch,,,,,,,Soltau-Harburg
335564,Schäfer,,,Dr.,,,,Tübingen
335666,Franke,,,,,,,Osnabrück
335778,Schäfer,,,Dr.,,,,Tübingen
335924,Schäfer,,,Dr.,,,,Tübingen
335925,Schäfer,,,Dr.,,,,Tübingen
335934,Stark,,,Dr.,,,,Nürtingen
335938,Franke,,,,,,,Osnabrück
335953,Schäfer,,,Dr.,,,,Tübingen
335959,Schäfer,,,Dr.,,,,Tübingen
335964,Schäfer,,,Dr.,,,,Tübingen
335977,Schäfer,,,Dr.,,,,Tübingen
335986,Schneider,,,Dr.,,,,Nürnberg
335989,Schneider,,,Dr.,,,,Nürnberg
336003,Schäfer,,,Dr.,,,,Tübingen
336193,Schäfer,,,Dr.,,,,Tübingen
336327,Wagner,,,Dr.,,,,Trier
336481,Schäfer,,,Dr.,,,,Tübingen
336519,Schäfer,,,Dr.,,,,Tübingen
336526,Wehner,,,,,,,
336526,Schäfer,,,Dr.,,,,Tübingen
336573,Schmidt,,,Dr.,,,,Gellersen
336578,Schmidt,,,Dr.,,,,Gellersen
336591,Franke,,,,,,,Osnabrück
336615,Schäfer,,,Dr.,,,,Tübingen
336634,Schmidt,,,Dr.,,,,Gellersen
336650,Stark,,,Dr.,,,,Nürtingen
336660,Stark,,,Dr.,,,,Nürtingen
336740,Schäfer,,,Dr.,,,,Tübingen
336745,Schäfer,,,Dr.,,,,Tübingen
337154,Schäfer,,,Dr.,,,,Tübingen
337329,Fortgesetzte Zurufe  CDU/CSU.  Erhard,,,,von der,,CDU/CSU,Bad Schwalbach
337723,Schäfer,,,Dr.,,,,Tübingen
338211,Schäfer,,,Dr.,,,,Tübingen
338244,Schäfer,,,Dr.,,,,Tübingen
338499,Schäfer,,,Dr.,,,,Tübingen
338672,Marx,,,Dr.,,,,Kaiserslautern
338710,Hauser,,,Dr.,,,,Sasbach
338762,Hauser,,,Dr.,,,,Sasbach
338809,Schäfer,,,Dr.,,,,Tübingen
339036,Schäfer,,,Dr.,,,,Tübingen
339073,Schäfer,,,Dr.,,,,Tübingen
339197,Marx,,,Dr.,,,,Kaiserslautern
339207,Schäfer,,,Dr.,,,,Tübingen
339290,Marx,,,Dr.,,,,Kaiserslautern
339391,Schäfer,,,Dr.,,,,Tübingen
339403,Stark,,,Dr.,,,,Nürtingen
339441,Haase,,,,,,,Kassel
339457,Stark,,,Dr.,,,,Nürtingen
339540,Stark,,,Dr.,,,,Nürtingen
339893,Stark,,,Dr.,,,,Nürtingen
339929,Stark,,,Dr.,,,,Nürtingen
340159,Schäfer,,,Dr.,,,,Tübingen
340163,Schäfer,,,Dr.,,,,Tübingen
340176,Haase,,,,,,,Kassel
340213,Schäfer,,,Dr.,,,,Tübingen
340227,Schäfer,,,Dr.,,,,Tübingen
340228,Dr,Schäfer [Tübingen],,,,,,
340231,Franke,,,,,,,Osnabrück
340246,Schäfer,,,Dr.,,,,Tübingen
340255,Haase,,,,,,,Kassel
340321,Haase,,,,,,,Kassel
340334,Haase,,,,,,,Kassel
340427,Marx,,,Dr.,,,,Kaiserslautern
340576,Arndt,,,Dr.,,,,Hamburg
340605,Lenz,,,Dr.,,,,Bergstraße
340606,Stark,,,Dr.,,,,Nürtingen
340607,Franke,,,,,,,Osnabrück
340615,Stark,,,Dr.,,,,Nürtingen
340641,Erhard,,,,,,,Bad Schwalbach
340648,Arndt,,,Dr.,,,,Hamburg
340703,Lenz,,,Dr.,,,,Bergstraße
340711,Schäfer,,,Dr.,,,,Tübingen
340718,Stark,,,Dr.,,,,Nürtingen
340724,Stark,,,Dr.,,,,Nürtingen
341259,Schäfer,,,Dr.,,,,Tübingen
341359,Schmitt,,,,,,,Lockweiler
341412,Marx,,,Dr.,,,,Kaiserslautern
341481,Schäfer,,,Dr.,,,,Tübingen
341488,Schäfer,,,Dr.,,,,Tübingen
341535,Franke,,,,,,,Osnabrück
341580,Franke,,,,,,,Osnabrück
341601,Schmidt,,,,,,,München
341669,Haase,,,,,,,Kassel
341676,Hauser,,,Dr.,,,,Sasbach
341677,Haase,,,,,,,Kassel
341703,Stark,,,Dr.,,,,Nürtingen
341866,Schäfer,,,Dr.,,,,Tübingen
341868,Marx,,,Dr.,,,,
341872,Schäfer,,,Dr.,,,,Tübingen
341920,Franke,,,,,,,Osnabrück
341945,Marx,,,Dr.,,,,Kaiserslautern
341960,Marx,,,Dr.,,,,Kaiserslautern
341971,Ahg.  Marx,,,Dr.,,,,Kaiserslautern
342256,Schäfer,,,Dr.,,,,Tübingen
342281,Wagner,,,Dr.,,,,Trier
342343,Killat- Coreth,,,,von,,CDU/CSU,
342348,Schulte,,,,,,,Unna
342441,Mursch,,,,,,,Soltau-Harburg
342453,Hermesdorf,,,Dr.,,,,
342463,Schneider,,,Dr.,,,,Nürnberg
342607,Vogel,,,,,,,
342611,Stark,,,Dr.,,,,Nürtingen
342611,Heiterkeit.,,,,,,,
342638,Zuruf des   Hauser,,,Dr.,,,,Sasbach
342645,Ehrhard,,,,,,,Bad Schwalbach
342655,Lenz,,,Dr.,,,,Bergstraße
342678,Hauser,,,Dr.,,,,Sasbach
342728,Franke,,,,,,,Osnabrück
342743,Franke,,,,,,,Osnabrück
342942,Schmidt,,,Dr.,,,,Gellersen
343243,Haase,,,,,,,Kassel
343255,Wehner,,,,,,,
343255,Weitere Zurufe  SPD und Gegenrufe  CDU/CSU.,,,,von der,,SPD,
343255,Marx,,,Dr.,,,,Kaiserslautern
343330,Schulte,,,,,,,Unna
343535,Haase,,,,,,,Kassel
343537,Schäfer,,,Dr.,,,,Tübingen
343541,Schäfer,,,Dr.,,,,Tübingen
343581,Haase,,,,,,,Kassel
343588,Schäfer,,,Dr.,,,,Tübingen
343615,Wagner,,,Dr.,,,,Trier
344014,Schäfer,,,Dr.,,,,Tübingen
344216,Franke,,,,,,,Osnabrück
344223,Franke,,,,,,,Osnabrück
344236,Schäfer,,,Dr.,,,,Tübingen
344246,Schäfer,,,Dr.,,,,Tübingen
344256,Franke,,,,,,,Osnabrück
344534,Schulte,,,,,,,Unna
344702,Riedl,,,Dr.,,,,München
345019,Marx,,,Dr.,,,,Kaiserslautern
345036,Riedl,,,Dr.,,,,München
345249,Schäfer,,,Dr.,,,,Tübingen
345252,Schäfer,,,Dr.,,,,Tübingen
345826,Schäfer,,,Dr.,,,,Tübingen
345830,Haase,,,,,,,Kassel
345839,Schäfer,,,Dr.,,,,Tübingen
345859,Schäfer,,,Dr.,,,,Tübingen
345861,Becker,,,,,,,Pirmasens
345872,Schäfer,,,Dr.,,,,Tübingen
345905,Schäfer,,,Dr.,,,,Tübingen
345906,Schäfer,,,Dr.,,,,Tübingen
345924,Schäfer,,,Dr.,,,,Tübingen
345944,Schäfer,,,Dr.,,,,Tübingen
345968,Marx,,,Dr.,,,,Kaiserslautern
346081,Marx,,,Dr.,,,,Kaiserslautern
346091,Franke,,,,,,,Osnabrück
346093,Haase,,,,,,,Kellinghusen
346138,Marx,,,Dr.,,,,Kaiserslautern
346143,Marx,,,Dr.,,,,Kaiserslautern
346597,Franke,,,,,,,Osnabrück
346624,Schäfer,,,Dr.,,,,Tübingen
346683,Schäfer,,,Dr.,,,,Tübingen
346716,Schäfer,,,Dr.,,,,Tübingen
346766,Marx,,,Dr.,,,,Kaiserslautern
346778,Haase,,,,,,,Kassel
346783,Haase,,,,,,,Kassel
346814,Hermesdorf,,,Dr.,,,,
346833,Schäfer,,,Dr.,,,,Tübingen
346844,Schmidt,,,,,,,München
346876,Schmidt,,,,,,,München
346880,Schmidt,,,,,,,München
347411,Schäfer,,,Dr.,,,,Tübingen
347442,Schäfer,,,Dr.,,,,Tübingen
347620,Franke,,,,,,,Osnabrück
347633,Franke,,,,,,,Osnabrück
347661,Schäfer,,,Dr.,,,,Tübingen
348323,Schäfer,,,Dr.,,,,Tübingen
348421,Erhard,,,,,,,Bad Schwalbach
348447,Schäfer,,,Dr.,,,,Tübingen
348529,Becker,,,,,,,Pirmasens
348531,Franke,,,,,,,Osnabrück
348540,Franke,,,,,,,Osnabrück
348574,Franke,,,,,,,Osnabrück
348596,Franke,,,,,,,Osnabrück
348605,Franke,,,,,,,Osnabrück
348607,Franke,,,,,,,Osnabrück
348627,Franke,,,,,,,Osnabrück
348649,Franke,,,,,,,Osnabrück
348656,Abg Müller,,,,,,,Berlin
348806,Stark,,,Dr.,,,,Nürtingen
348807,Schäfer,,,Dr.,,,,Tübingen
348807,Unruhe.,,,,,,,
348810,Haase,,,,,,,Kassel
348844,Riedl,,,Dr.,,,,München
348866,Schäfer,,,Dr.,,,,Tübingen
349113,Schäfer,,,Dr.,,,,Tübingen
349251,Franke,,,,,,,Osnabrück
349713,Brandt,,,,,,,Grolsheim
349785,Marx,,,Dr.,,,,Kaiserslautern
349817,Franke,,,,,,,Osnabrück
349981,Schäfer,,,Dr.,,,,Tübingen
350046,Schäfer,,,Dr.,,,,Tübingen
350126,Müller,,,,,,,Remscheid
350128,Müller,,,,,,,Remscheid
350136,Müller,,,,,,,Remscheid
350256,Marx,,,Dr.,,,,Kaiserslautern
350256,Stücklen,,,,,,,
350256,Hört! Hört! bei der CDU/CSU.,,,,,,CDU/CSU,
350260,Schneider,,,Dr.,,,,Nürnberg
350323,Schneider,,,Dr.,,,,Nürnberg
350338,Schneider,,,Dr.,,,,Nürnberg
350340,Schäfer,,,Dr.,,,,Tübingen
350347,Zuruf  Schäfer,,,Dr.,,,,Tübingen
350486,Schäfer,,,Dr.,,,,Tübingen
350488,Schneider,,,Dr.,,,,Nürnberg
350786,Franke,,,,,,,Osnabrück
351066,Franke,,,,,,,Osnabrück
351415,Franke,,,,,,,Osnabrück
351431,Franke,,,,,,,Osnabrück
351433,Franke,,,,,,,Osnabrück
351467,Franke,,,,,,,Osnabrück
351483,Franke,,,,,,,Osnabrück
351487,Franke,,,,,,,Osnabrück
351738,Schäfer,,,Dr.,,,,Tübingen
351751,Schäfer,,,Dr.,,,,Tübingen
351800,Schneider,,,Dr.,,,,Nürnberg
351801,Schäfer,,,Dr.,,,,Tübingen
351803,Schäfer,,,Dr.,,,,Tübingen
351813,Schäfer,,,Dr.,,,,Tübingen
351821,Schäfer,,,Dr.,,,,Tübingen
351826,Schäfer,,,Dr.,,,,Tübingen
351897,Schneider,,,Dr.,,,,Nürnberg
351964,Schäfer,,,Dr.,,,,Tübingen
351969,Schneider,,,Dr.,,,,Nürnberg
351979,Schäfer,,,Dr.,,,,Tübingen
352528,Marx,,,Dr.,,,,Kaiserslautern
352650,Becker,,,,,,,Pirmasens
352654,Wagner,,,Dr.,,,,Trier
352720,Lenz,,,Dr.,,,,Bergstraße
352872,Schäfer,,,Dr.,,,,Tübingen
352872,Müller-Hermann,,,Dr.,,,,
352885,Haar,,,,,,,Stuttgart
352953,Müller,,,,,,,Berlin
353326,Schäfer,,,Dr.,,,,Tübingen
353347,Franke,,,,,,,Osnabrück
353366,Schäfer,,,Dr.,,,,Tübingen
353405,Schäfer,,,Dr.,,,,Tübingen
353718,Franke,,,,,,,Osnabrück
354155,Schneider,,,Dr.,,,,Nürnberg
354394,Schäfer,,,Dr.,,,,Tübingen
354399,Lenz,,,Dr.,,,,Bergstraße
354421,Erhard,,,,,,,Bad Schwalbach
354444,Erhard,,,,,,,Bad Schwalbach
354446,Schäfer,,,Dr.,,,,Tübingen
354449,Schäfer,,,Dr.,,,,Tübingen
354779,Riedl,,,Dr.,,,,München
355071,Marx,,,Dr.,,,,Kaiserslautern
355085,Schäfer,,,Dr.,,,,Tübingen
355096,Marx,,,Dr.,,,,Kaiserslautern
355132,Haase,,,,,,,Kassel
355154,Franke,,,,,,,Osnabrück
355157,Stark,,,Dr.,,,,Nürtingen
355267,Schröder,,,Dr.,,,,Düsseldorf
355320,Lebhafte Zurufe  CDU/CSU.,,,,von der,,CDU/CSU,
355320,Haase,,,,,,,Kassel
355444,Stark,,,Dr.,,,,Nürtingen
355652,Schäfer,,,Dr.,,,,Tübingen
355658,Schäfer,,,Dr.,,,,Tübingen
355658,Müller-Hermann,,,Dr.,,,,
355777,Schäfer,,,Dr.,,,,Tübingen
355839,Haase,,,,,,,Kassel
355949,Erhard,,,,,,,Bad Schwalbach
355950,Haase,,,,,,,Kassel
355950,Zurufe  CDU/CSU,,,,von der,,CDU/CSU,
355955,Haase,,,,,,,Kassel
356151,Haase,,,,,,,Kassel
356301,Schäfer,,,Dr.,,,,Tübingen
356403,Stark,,,Dr.,,,,Nürtingen
356563,Schäfer,,,Dr.,,,,Tübingen
356792,Hermesdorf,,,Dr.,,,,
356840,Schneider,,,Dr.,,,,Nürnberg
357020,Lücke,,,,,,,Bensberg
357033,Jahn,,,Dr.,,,,Braunschweig
357048,Jahn,,,Dr.,,,,Braunschweig
357052,Schäfer,,,Dr.,,,,Tübingen
357180,Franke,,,,,,,Osnabrück
357182,Franke,,,,,,,Osnabrück
357185,Franke,,,,,,,Osnabrück
357256,Schäfer,,,Dr.,,,,Tübingen
357258,Schäfer,,,Dr.,,,,Tübingen
357362,Stark,,,Dr.,,,,Nürtingen
357382,Jahn,,,Dr.,,,,Braunschweig
357395,Franke,,,,,,,Osnabrück
357494,Jahn,,,Dr.,,,,Braunschweig
357669,Schäfer,,,Dr.,,,,Tübingen
357703,Schneider,,,Dr.,,,,Nürnberg
357704,Schäfer,,,Dr.,,,,Tübingen
357704,Beifall des  Pensky,,,,,,,
357727,Schäfer,,,Dr.,,,,Tübingen
357875,Schäfer,,,Dr.,,,,Tübingen
357876,Schäfer,,,Dr.,,,,Tübingen
357887,Schneider,,,Dr.,,,,Nürnberg
357889,Schneider,,,Dr.,,,,Nürnberg
357898,Schneider,,,Dr.,,,,Nürnberg
357936,Schneider,,,Dr.,,,,Nürnberg
357946,Franke,,,,,,,Osnabrück
357989,Schäfer,,,Dr.,,,,Tübingen
358033,Haase,,,,,,,Kassel
358055,Franke,,,,,,,Osnabrück
358117,Franke,,,,,,,Osnabrück
358126,Schäfer,,,Dr.,,,,Tübingen
358312,Erhard,,,,,,,Bad Schwalbach
358319,Hauser,,,,,,,Sasbach
358877,Zuruf des  Franke,,,,,,,Osnabrück
358893,Franke,,,,,,,Osnabrück
358897,Barzel,,,Dr.,,,,
359120,Schäfer,,,Dr.,,,,Tübingen
359122,Schäfer,,,Dr.,,,,Tübingen
359212,Schäfer,,,Dr.,,,,Tübingen
359453,Schröder,,,Dr.,,,,Düsseldorf
359730,Franke,,,,,,,Osnabrück
359734,Franke,,,,,,,Osnabrück
359734,Zuruf  CDU/CSU,,,,von der,,CDU/CSU,
359881,Franke,,,,,,,Osnabrück
359956,Schäfer,,,Dr.,,,,Tübingen
359976,Schäfer,,,Dr.,,,,Tübingen
359985,Schäfer,,,Dr.,,,,Tübingen
359987,Schäfer,,,Dr.,,,,Tübingen
359988,Schäfer,,,Dr.,,,,Tübingen
360019,Schäfer,,,Dr.,,,,Tübingen
360031,Schäfer,,,Dr.,,,,Tübingen
360078,Schäfer,,,Dr.,,,,Tübingen
360144,Schäfer,,,Dr.,,,,Tübingen
360156,Schäfer,,,Dr.,,,,Tübingen
360160,Schneider,,,Dr.,,,,Nürnberg
360231,Schäfer,,,Dr.,,,,Tübingen
360245,Stark,,,Dr.,,,,Nürtingen
360289,Schäfer,,,Dr.,,,,Tübingen
360341,Schäfer,,,Dr.,,,,Tübingen
