RB_ID,KO_Name,FUNKTION,POSITION,ANREDE_TITEL,PRAEFIX,ADEL,PARTEI,ORTSZUSATZ
185910,Lenz,,,,,,,Brühl
186116,Kunze,,,,,,,
186137,Kunze,,,,,,,
186175,Weber,,,Dr.,,,,Aachen
186179,Pohle,,,,,,,Eckernförde
186196,Kunze,,,,,,,
186223,Brandt,,,,,,,Berlin
186237,Schmid,,,Dr.,,,,Tübingen
186269,Weber,,,Dr.,,,,Aachen
186281,Weber,,,Dr.,,,,Aachen
186304,Maier,,,,,,,Freiburg
186310,Kunze,,,,,,,
186416,Schröter,,,,,,,Wilmersdorf
186422,Schröter,,,,,,,Wilmersdorf
186455,Schröter,,,,,,,Wilmersdorf
186457,Schröter,,,,,,,Wilmersdorf
186464,Schmitt,,,,,,,Vockenhausen
186469,Schmitt,,,,,,,Vockenhausen
186506,Könen,,,,,,,Düsseldorf
186507,Kunze,,,,,,,
186521,Hansen,,,,,,,Köln
186592,Kunze,,,,,,,
186596,Spies,,,,,,,Emmenhausen
186679,Hansen,,,,,,,Köln
186723,Brandt,,,,,,,Berlin
186749,Schröter,,,,,,,Wilmersdorf
186751,Schröter,,,,,,,Wilmersdorf
186754,Schröter,,,,,,,Wilmersdorf
186832,Baur,,,,,,,Augsburg
186921,Weber,,,Dr.,,,,Aachen
186957,Hansen,,,,,,,Köln
187067,Baur,,,,,,,Augsburg
187069,Kunze,,,,,,,
187123,Kemper,,,,,,,Trier
187177,Schmid,,,Dr.,,,,Tübingen
187181,Schmid,,,Dr.,,,,Tübingen
187183,Wagner,,,,,,,Ludwigshafen
187188,Schmid,,,Dr.,,,,Tübingen
187221,Schneider,,,,,,,Bremerhaven
187229,Baur,,,,,,,Augsburg
187277,Lenz,,,,,,,Brühl
187287,Schröter,,,,,,,Wilmersdorf
187290,Schmidt,,,,,,,Hamburg
187293,Schmidt,,,,,,,Hamburg
187299,Schröter,,,,,,,Wilmersdorf
187501,Schmid,,,Dr.,,,,Tübingen
187505,Schmid,,,Dr.,,,,Tübingen
187507,Schmid,,,Dr.,,,,Tübingen
187547,Schmid,,,Dr.,,,,Tübingen
187555,Schmid,,,Dr.,,,,Tübingen
187566,Schmid,,,Dr.,,,,Tübingen
187638,Schröter,,,,,,,Wilmersdorf
187651,Brandt,,,,,,,Berlin
187874,Reitzner,,,,,,,
187883,Kunze,,,,,,,
187909,Richter,,,,,,,Frankfurt
187931,Schröter,,,,,,,Wilmersdorf
187970,Kunze,,,,,,,
188103,Kunze,,,,,,,
188120,Becker,,,,,,,Pirmasens
188121,Baur,,,,,,,Augsburg
188129,Kunze,,,,,,,
188131,Lenz,,,,,,,Brühl
188160,Becker,,,Dr.,,,,Hersfeld
188181,Schmid[Frankfurt],,,Dr.,,,,Frankfurt
188185,Schmid,,,Dr.,,,,Frankfurt
188205,Weber,,,Dr.,,,,Aachen
188216,Weber,,,Dr.,,,,Koblenz
188222,Brandt,,,,,,,Berlin
188255,Brandt,,,,,,,Berlin
188267,Weber,,,Dr.,,,,Aachen
188277,Schmid,,,Dr.,,,,Frankfurt
188282,Schmid,,,Dr.,,,,Frankfurt
188294,Kunze,,,,,,,
188299,Weber,,,Dr.,,,,Aachen
188314,Weber,,,Dr.,,,,Aachen
188316,Schröter,,,,,,,Wilmersdorf
188401,Baur,,,,,,,Augsburg
188486,Lenz,,,,,,,Brühl
188495,Könen,,,,,,,Düsseldorf
188576,Kunze,,,,,,,
188579,Arndgen,,,,,,,
188579,Schröter,,,,,,,Wilmersdorf
188607,Schröter,,,,,,,Wilmersdorf
188607,Beifall in der Mitte.,,,,,,,
188628,Kunze,,,,,,,
188678,Kemmer,,,,,,,Bamberg
188680,Kemmer,,,,,,,Bamberg
188681,Kemmer,,,,,,,Bamberg
188685,Kemmer,,,,,,,Bamberg
188708,Hansen,,,,,,,Köln
188776,Baur,,,,,,,Augsburg
188832,Wacher,,,,,,,Hof
188838,Wacher,,,,,,,Hof
188839,Wacher,,,,,,,Hof
188855,Wacher,,,,,,,Hof
188864,Weber,,,Dr.,,,,Aachen
188884,Becker,,,,,,,Pirmasens
188885,Kemper,,,,,,,Trier
188887,Schmitt,,,,,,,Vockenhausen
188917,Weber,,,Dr.,,,,Koblenz
188930,Weber,,,Dr. h. c.,,,,Aachen
188943,'Hansen,,,,,,,Köln
188995,Müller,,,Dr.,,,,Bonn
189002,Schröter,,,,,,,Wilmersdorf
189040,Schneider,,,,,,,Bremerhaven
189040,Zuruf  SPD,,,,von der,,SPD,
189047,Kunze,,,,,,,
189060,Baur,,,,,,,Augsburg
189062,Schröter,,,,,,,Wilmersdorf
189063,Schröter,,,,,,,Wilmersdorf
189077,Pohle,,,,,,,Eckernförde
189182,Beyer,,,,,,,Frankfurt
189241,Schmid,,,Dr.,,,,Frankfurt
189415,Kunze,,,,,,,
189415,Große Heiterkeit.,,,,,,,
189507,Beifall in der Mitte.,,,,,,,
189507,Schröter,,,,,,,Wilmersdorf
189519,Lenz,,,,,,,Brühl
189605,Kemper,,,,,,,Trier
189607,Kemper,,,,,,,Trier
189677,Schild,,,Dr.,,,,Düsseldorf
189694,Weber,,,Dr. h. c.,,,,Aachen
189708,Weber,,,Dr. h. c.,,,,Aachen
189726,Schröter,,,,,,,Wilmersdorf
189837,Kunze,,,,,,,
189853,Könen,,,,,,,Düsseldorf
189853,Gegenrufe  Mitte.,,,,von der,,,
189853,Gegenrufe  Mitte,,,,von der,,,
189853,Könen,,,,,,,Düsseldorf
189907,Schröter,,,,,,,Wilmersdorf
189917,Blank,,,Dr.,,,,Oberhausen
189920,Kunze,,,,,,,
189923,Kunze,,,,,,,
189937,Kunze,,,,,,,
189945,Kunze,,,,,,,
190022,Schröter,,,,,,,Wilmersdorf
190041,Schmid,,,Dr.,,,,Frankfurt
190042,Schmid,,,Dr.,,,,Frankfurt
190043,Schmid,,,Dr.,,,,Frankfurt
190050,Schmid,,,Dr.,,,,Frankfurt
190051,Schmid,,,Dr.,,,,Frankfurt
190059,Kunze,,,,,,,
190062,Becker,,,Dr.,,,,Hersfeld
190138,Kunze,,,,,,,
190155,Kunze,,,,,,,
190274,Kunze,,,,,,,
190309,Zustimmung.,,,,,,,
190309,Kunze,,,,,,,
190317,Spies,,,,,,,Emmenhausen
190370,Baur,,,,,,,Augsburg
190381,Baur,,,,,,,Augsburg
190446,Kunze[Bethel],,,,,,,
190447,Kunze,,,,,,,
190452,Kunze,,,,,,,
190587,Kunze,,,,,,,
190752,Schroeder,,,,,,,Berlin
190754,Kunze,,,,,,,
190786,Weber,,,Dr. h. c.,,,,Aachen
190787,Weber,,,Dr. h. c.,,,,Aachen
190791,Müller,,,Dr.,,,,Bonn
190806,Schmid,,,Dr.,,,,Frankfurt
190818,Hansen,,,,,,,Köln
190848,Schroeder,,,,,,,Berlin
190957,Schmid,,,Dr.,,,,Frankfurt
190961,Schmid,,,Dr.,,,,Frankfurt
190974,Weber,,,Dr. h. c.,,,,Aachen
190996,Weber,,,Dr. h. c.,,,,Aachen
191049,Schröter,,,,,,,Wilmersdorf
191065,Schmid,,,Dr.,,,,Frankfurt
191066,Schmid,,,Dr.,,,,Frankfurt
191144,Weber,,,Dr.,,,,Koblenz
191175,Kunze,,,,,,,
191187,Lenz,,,Dr.,,,,Godesberg
191206,Lenz,,,Dr.,,,,Godesberg
191244,Weber,,,Dr. h. c.,,,,Aachen
191247,Weber,,,Dr. h. c.,,,,Aachen
191272,Hansen,,,,,,,Köln
191279,Schmid,,,Dr.,,,,Frankfurt
191303,Schmid,,,Dr.,,,,Frankfurt
191315,Kunze,,,,,,,
191321,Heiterkeit.,,,,,,,
191321,Kunze,,,,,,,
191335,Kunze,,,,,,,
191355,Kunze,,,,,,,
191355,Beifall in der Mitte.,,,,,,,
191369,Spies,,,,,,,Emmenhausen
191373,Kunze,,,,,,,
191413,Kunze,,,,,,,
191473,Schmid,,,Dr.,,,,Frankfurt
191477,Schmid,,,Dr.,,,,Frankfurt
191504,Schmid,,,Dr.,,,,Frankfurt
191554,Lenz,,,Dr.,,,,Godesberg
191597,Schmid,,,Dr.,,,,Frankfurt
191601,Schmid,,,Dr.,,,,Frankfurt
191632,Gleisner,,,,,,,Unna
191699,Schröter,,,,,,,Wilmersdorf
191725,Kühn,,,,,,,Bonn
191726,Kühn,,,,,,,Bonn
191926,Schneider,,,,,,,Bremerhaven
192084,Schneider,,,,,,,Bremerhaven
192084,Heiterkeit.,,,,,,,
192240,Böhm,,,Dr.,,,,Frankfurt
192292,Schröter,,,,,,,Wilmersdorf
192312,Weber,,,Dr. h. c.,,,,Aachen
192375,Böhm,,,Dr.,,,,Frankfurt
192392,Weber,,,Dr.,,,,Koblenz
192394,Wagner,,,,,,,Ludwigshafen
192398,Wagner,,,,,,,Ludwigshafen
192567,Schröter,,,,,,,Wilmersdorf
192592,Weber,,,Dr. h. c.,,,,Aachen
192644,Hansen,,,,,,,Köln
192646,Weber,,,Dr. h. c.,,,,Aachen
192733,Schröter,,,,,,,Wilmersdorf
192783,Geiger,,,,,,,München
192887,Kunze,,,,,,,
192907,Kihn,,,Dr.,,,,Würzburg
192930,Hansen,,,,,,,Köln
192941,Schmid,,,Dr.,,,,Frankfurt
193005,Böhm,,,,,,,Düsseldorf
193010,Kühn,,,,,,,Bonn
193044,Böhm,,,Dr.,,,,Frankfurt
193061,Kühn,,,,,,,Bonn
193071,Spies,,,,,,,Emmenhausen
193255,Kunze,,,,,,,
193313,Schröter,,,,,,,Wilmersdorf
193358,Weber,,,Dr. h. c.,,,,Aachen
193369,Hansen,,,,,,,Köln
193478,Maier,,,,,,,Freiburg
193524,Schröter,,,,,,,Wilmersdorf
193587,Schmidt,,,,,,,Hamburg
193595,Baur,,,,,,,Augsburg
193644,Weber,,,Dr. h. c.,,,,Aachen
193651,Kunze,,,,,,,
193670,Schmid,,,Dr.,,,,Frankfurt
193682,Schmidt,,,,,,,Hamburg
193714,Lenze,,,,,,,Attendorn
193718,Schröter,,,,,,,Wilmersdorf
193865,Schneider,,,,,,,Bremerhaven
193877,Schröter,,,,,,,Wilmersdorf
194069,Schmid,,,Dr.,,,,Frankfurt
194267,Baur,,,,,,,Augsburg
194281,Baur,,,,,,,Augsburg
194336,Spies,,,,,,,Emmenhausen
194377,Schröter,,,,,,,Wilmersdorf
194457,Müller,,,Dr.,,,,Bonn
194604,Schröter -,,,,,,,Wilmersdorf
194609,Schröter,,,,,,,Wilmersdorf
194640,Spies,,,,,,,Emmenhausen
194640,Stücklen,,,,,,,
194640,Schütz,,,,,,,
194641,Schröter,,,,,,,Wilmersdorf
194641,Zurufe  Mitte,,,,von der,,,
194641,Lachen und Hört! Hört! in der Mitte.,,,,,,,
194670,Schmidt,,,,,,,Hamburg
194693,Spies,,,,,,,Emmenhausen
194816,Könen,,,,,,,Düsseldorf
194929,Kunze,,,,,,,
194984,Kunze,,,,,,,
194987,Becker,,,Dr.,,,,Hersfeld
194995,Kunze,,,,,,,
195207,Schröter,,,,,,,Wilmersdorf
195212,Schröter,,,,,,,Wilmersdorf
195262,Schröter,,,,,,,Wilmersdorf
195265,Heiterkeit.,,,,,,,
195265,Schröter,,,,,,,Wilmersdorf
195275,Baur,,,,,,,Augsburg
195306,Kunze,,,,,,,
195306,Finselberger,,,,,,,
195307,Schmitt,,,,,,,Vockenhausen
195307,Stücklen,,,,,,,
195308,Schmitt,,,,,,,Vockenhausen
195316,Schmitt,,,,,,,Vockenhausen
195526,Schröter,,,,,,,Wilmersdorf
195528,Schröter,,,,,,,Wilmersdorf
195532,Weber,,,Dr. h. c.,,,,Aachen
195662,Kunze,,,,,,,
195750,Schmid,,,Dr.,,,,Frankfurt
195753,Schmid,,,Dr.,,,,Frankfurt
195761,Schmid,,,Dr.,,,,Frankfurt
195769,Schmid,,,Dr.,,,,Frankfurt
195772,Schmid,,,Dr.,,,,Frankfurt
195871,Weber,,,Dr.,,,,Koblenz
195977,Weber,,,Dr. h. c.,,,,Aachen
196112,Lenz,,,,,,,Brühl
196236,Kunze,,,,,,,
196329,Lange,,,,,,,Essen
196389,Maier,,,,,,,Freiburg
196390,Maier,,,,,,,Freiburg
196549,Schmitt,,,,,,,Vockenhausen
196560,Schmitt,,,,,,,Vockenhausen
196560,Zuruf  SPD.,,,,von der,,SPD,
196567,Schmitt,,,,,,,Vockenhausen
196571,Schmitt,,,,,,,Vockenhausen
196731,Kunze,,,,,,,
196839,Schröter,,,,,,,Wilmersdorf
196850,Schröter,,,,,,,Wilmersdorf
196854,Kunze,,,,,,,
196922,Weber,,,Dr. h. c.,,,,Aachen
196987,Schneider,,,,,,,Bremerhaven
197085,Blank,,,Dr.,,,,Oberhausen
197090,Hansen,,,,,,,Köln
197168,Kunze,,,,,,,
197174,Kunze,,,,,,,
197194,Becker,,,Dr.,,,,Hersfeld
197220,Kunze,,,,,,,
197533,Becker,,,Dr.,,,,Hersfeld
197541,Schmid,,,Dr.,,,,Frankfurt
197580,Becker,,,Dr.,,,,Hersfeld
197587,Schmid,,,Dr.,,,,Frankfurt
197701,Schneider,,,,,,,Bremerhaven
197708,Schröter,,,,,,,Wilmersdorf
197736,Becker,,,,,,,Pirmasens
197742,Becker,,,,,,,Pirmasens
197819,Schmid,,,Dr.,,,,Frankfurt
197833,Schmid,,,Dr.,,,,Frankfurt
197834,Schmid,,,Dr.,,,,Frankfurt
197840,Schmid,,,Dr.,,,,Frankfurt
197844,Schmid,,,Dr.,,,,Frankfurt
197850,Schmid,,,Dr.,,,,Frankfurt
197853,Schmid,,,Dr.,,,,Frankfurt
197871,Kunze,,,,,,,
198020,Schmidt,,,,,,,Hamburg
198246,Maier,,,,,,,Freiburg
198268,Hansen,,,,,,,Köln
198330,Schröter,,,,,,,Wilmersdorf
198341,Kunze,,,,,,,
198453,Schröter,,,,,,,Wilmersdorf
198470,Könen,,,,,,,Düsseldorf
198502,Schröter,,,,,,,Wilmersdorf
198516,Schmidt,,,,,,,Hamburg
198518,Schmid,,,Dr.,,,,Frankfurt
198522,Schmidt,,,,,,,Hamburg
198524,Schröter,,,,,,,Wilmersdorf
198539,Schröter,,,,,,,Wilmersdorf
198578,Baur,,,,,,,Augsburg
198618,Schneider,,,,,,,Bremerhaven
198641,Schröter,,,,,,,Wilmersdorf
198690,Schröter,,,,,,,Wilmersdorf
198783,Becker,,,Dr.,,,,Hersfeld
198906,Schmidt,,,,,,,Hamburg
198938,Brookmann,,,,,,,Kiel
198939,Lenze,,,,,,,Attendorn
198947,Kunze,,,,,,,
198968,Schmid,,,Dr.,,,,Frankfurt
199041,Maier,,,,,,,Freiburg
199049,Schneider,,,,,,,Bremerhaven
199121,Schmid,,,Dr.,,,,Frankfurt
199127,Schmid,,,Dr.,,,,Frankfurt
199131,Weber,,,Dr. h. c.,,,,Aachen
199133,Schmid,,,Dr.,,,,Frankfurt
199146,Schröter,,,,,,,Wilmersdorf
199181,Böhm,,,Dr.,,,,Frankfurt
199196,Schröter,,,,,,,Wilmersdorf
199244,Weber,,,Dr. h. c.,,,,Aachen
199277,Schröter,,,,,,,Wilmersdorf
199279,Schröter,,,,,,,Wilmersdorf
199291,Kunze,,,,,,,
199308,Weber,,,Dr.,,,,Koblenz
199321,Zuruf des  Spies,,,,,,,Emmenhausen
199328,Weber,,,Dr.,,,,Koblenz
199332,Weber,,,Dr.,,,,Koblenz
199335,Weber,,,Dr.,,,,Koblenz
199336,Weber,,,Dr.,,,,Koblenz
199337,Schröter,,,,,,,Wilmersdorf
199349,Weber,,,Dr.,,,,Koblenz
199352,Kunze,,,,,,,
199354,Schröter,,,,,,,Wilmersdorf
199372,Schmid,,,Dr.,,,,Frankfurt
199380,Weber,,,Dr.,,,,Koblenz
199386,Weber,,,Dr.,,,,Koblenz
199431,Könen,,,,,,,Düsseldorf
199442,Kunze,,,,,,,
199502,Schmid,,,Dr.,,,,Frankfurt
199503,Schmid,,,Dr.,,,,Frankfurt
199514,Kunze,,,,,,,
199694,Kunze,,,,,,,
199705,Kunze,,,,,,,
199796,Weber,,,Dr. h. c.,,,,Aachen
199837,Weber,,,Dr. h. c.,,,,Aachen
199848,Schröter,,,,,,,Wilmersdorf
199905,Weber,,,Dr. h. c.,,,,Aachen
199946,Schröter,,,,,,,Wilmersdorf
199950,Schröter,,,,,,,Wilmersdorf
199956,Weber,,,Dr. h. c.,,,,Aachen
199983,Kunze,,,,,,,
200003,Zuruf  SPD,,,,von der,,SPD,
200064,Kunze,,,,,,,
200070,Kunze,,,,,,,
200074,Hansen,,,,,,,Köln
200080,Hansen,,,,,,,Köln
200099,Hansen,,,,,,,Köln
200117,Hansen,,,,,,,Köln
200225,Weber,,,Dr. h. c.,,,,Aachen
200226,Kunze,,,,,,,
200234,Kunze,,,,,,,
200236,Kunze,,,,,,,
200254,Kunze,,,,,,,
200311,Schmid,,,Dr.,,,,Frankfurt
200312,Schmid,,,Dr.,,,,Frankfurt
200321,Weber,,,Dr. h. c.,,,,Aachen
200349,Baur,,,,,,,Augsburg
200385,Kunze,,,,,,,
200395,Schröter,,,,,,,Wilmersdorf
200413,Schmid,,,Dr.,,,,Frankfurt
200433,Schröter,,,,,,,Wilmersdorf
200522,Schmid,,,Dr.,,,,Frankfurt
200527,Schmid,,,Dr.,,,,Frankfurt
200535,Kunze,,,,,,,
200560,Kunze,,,,,,,
200562,Kunze,,,,,,,
200564,Kunze,,,,,,,
200643,Schmidt,,,,,,,Hamburg
200649,Weber,,,Dr. h. c.,,,,Aachen
200654,Schröter,,,,,,,Wilmersdorf
200750,Wolff,,,,,,,Berlin
200805,Schröter,,,,,,,Wilmersdorf
200997,Kunze,,,,,,,
201023,Kunze,,,,,,,
201111,Kunze,,,,,,,
201161,Kunze,,,,,,,
201174,Schmid,,,Dr.,,,,Frankfurt
201214,Schmid,,,Dr.,,,,Frankfurt
201239,Kunze,,,,,,,
201247,Hansen,,,,,,,Köln
201291,Weber,,,Dr. h. c.,,,,Aachen
201334,Wittrock,,,,,,CDU/CSU,
201374,Baur,,,,,,,Augsburg
201390,Schröter,,,,,,,Wilmersdorf
201397,Kunze,,,,,,,
201402,Weber,,,Dr.,,,,Koblenz
201409,Weber,,,Dr.,,,,Aachen
201487,Könen,,,,,,,Düsseldorf
201493,Zuruf links,,,,,,,
201493,Schmidt,,,,,,,Hamburg
201518,Schmid,,,,,,,Frankfurt
201537,Schmid,,,Dr.,,,,Frankfurt
201547,Schmidt,,,,,,,Hamburg
201580,Schmitt,,,,,,,Vockenhausen
201623,Schmitt,,,,,,,Vockenhausen
201641,Kunze,,,,,,,
201644,Lenze,,,,,,,Attendorn
201701,Schmid,,,Dr.,,,,Frankfurt
201754,Becker,,,,,,,Hamburg
201808,Könen,,,,,,,Düsseldorf
201825,Kunze,,,,,,,
201859,Pohle,,,Dr.,,,,Düsseldorf
201870,Baur,,,,,,,Augsburg
201918,Baur,,,,,,,Augsburg
201926,Brandt,,,,,,,Berlin
202035,Schröter,,,,,,,Wilmersdorf
202036,Schmidt,,,,,,,Hamburg
202057,Schmidt,,,,,,,Hamburg
202062,Kunze,,,,,,,
202073,Schmidt,,,,,,,Hamburg
202193,Kemmer,,,,,,,Bamberg
202218,,,,Dr.,,Graf,,München
202233,Kemmer,,,,,,,Bamberg
202251,Schröter,,,,,,,Wilmersdorf
202314,Lange,,,,,,,Essen
202332,Lange,,,,,,,Essen
202335,Hansen,,,,,,,Köln
202342,Lange,,,,,,,Essen
202347,Lange,,,,,,,Essen
202349,Lange,,,,,,,Essen
202378,Weber,,,Dr.,,,,Koblenz
202421,Wittrock,,,,zu,,,
202517,Schneider,,,,,,,Hamburg
202544,Hansen,,,,,,,Köln
202567,Schneider,,,,,,,Hamburg
202569,Heiterkeit.,,,,,,,
202569,Hansen,,,,,,,Köln
202617,Lange,,,,,,,Essen
202767,Maier,,,,,,,
203041,Kunze,,,,,,,
203066,Schneider,,,,,,,Hamburg
203164,Kunze,,,,,,,
203181,Weber,,,Dr. h. c.,,,,Aachen
203191,Hansen,,,,,,,Köln
203210,Weber,,,Dr. h. c.,,,,Aachen
203237,Kunze,,,,,,,
203254,Lange,,,,,,,Essen
203263,Schröter,,,,,,,Wilmersdorf
203269,Schröter,,,,,,,Wilmersdorf
203275,Becker,,,Dr.,,,,Hersfeld
203276,Schröter,,,,,,,Wilmersdorf
203292,Kunze,,,,,,,
203419,Lange,,,,,,,Essen
203490,Weber,,,Dr. h. c.,,,,Aachen
203554,Schmidt,,,Dr.,,,,Gellersen
203564,Schmidt,,,Dr.,,,,Gellersen
203572,Schmidt,,,Dr.,,,,Gellersen
203704,Könen,,,,,,,Düsseldorf
203710,Könen,,,,,,,Düsseldorf
203735,Könen,,,,,,,Düsseldorf
203760,Kunze,,,,,,,
203764,Schneider,,,,,,,Bremerhaven
203777,Kunze,,,,,,,
203779,Löhr,,,Dr.,,,,
203779,Schmücker,,,,,,,
203779,Erregte Pfui-Rufe in der Mitte.,,,,,,,
203792,Kunze,,,,,,,
203796,Schröter,,,,,,,Wilmersdorf
203890,Schmitt,,,,,,,Vockenhausen
203903,Schmitt,,,,,,,Vockenhausen
203996,Weber,,,Dr. h. c.,,,,Aachen
204040,Hansen,,,,,,,Köln
204056,Hansen,,,,,,,Köln
204057,Pohle,,,Dr.,,,,Düsseldorf
204377,Weber,,,Dr. h. c.,,,,Aachen
204404,Pohle,,,,,,,Eckernförde
204408,Schneider,,,,,,,Bremerhaven
204783,Kunze,,,,,,,
204892,Baur,,,,,,,Augsburg
204892,Kalinke,,,,,,,
204930,Schild,,,Dr.,,,,Düsseldorf
205031,Weber,,,Dr.,,,,Koblenz
205169,Lange,,,,,,,Essen
205181,Baur,,,,,,,Augsburg
205187,Kunze,,,,,,,
205189,Kunze,,,,,,,
205245,Hansen,,,,,,,Köln
205252,Lachen und Oho-Rufe bei der CDU/CSU.,,,,,,CDU/CSU,
205252,Zuruf  SPD,,,,von der,,SPD,
205252,Erler,,,,,,,
205255,Kunze,,,,,,,
205255,Zuruf  SPD,,,,von der,,SPD,
205256,Hansen,,,,,,,Köln
205260,Schröter,,,,,,,Wilmersdorf
205312,Lenz,,,Dr.,,,,Godesberg
205314,Lenz,,,Dr.,,,,Godesberg
205320,Lenz,,,Dr.,,,,Godesberg
205326,Könen,,,,,,,Düsseldorf
205329,Lenz,,,Dr.,,,,Godesberg
205343,Lenz,,,Dr.,,,,Godesberg
205348,Brandt,,,,,,,Berlin
205445,Schmidt,,,,,,,Hamburg
205449,Könen,,,,,,,Düsseldorf
205463,Könen,,,,,,,Düsseldorf
205483,Schmidt,,,,,,,Hamburg
205485,Schmidt,,,,,,,Hamburg
205486,Kliesing,,,Dr.,,,,
205486,Schmidt,,,,,,,Hamburg
205491,Schmidt,,,,,,,Hamburg
205654,Kunze,,,,,,,
205673,Schmitt,,,,,,,Vockenhausen
205684,Weber,,,Dr. h. c.,,,,Aachen
205744,Weber,,,Dr. h. c.,,,,Aachen
205871,Kühn,,,,,,,Köln
205892,Weber,,,Dr. h. c.,,,,Aachen
205893,Weber,,,Dr. h. c.,,,,Aachen
205909,Weber,,,Dr. h. c.,,,,Aachen
205946,Weber,,,Dr. h. c.,,,,Aachen
205987,Lücker,,,,,,,München
206005,Schmidt,,,Dr.,,,,Gellersen
206123,Schröter,,,,,,,Wilmersdorf
206131,Schröter,,,,,,,Wilmersdorf
206209,Baur,,,,,,,Augsburg
206289,Schröter,,,,,,,Wilmersdorf
206290,Zurufe  SPD,,,,von der,,SPD,
206290,Schröter,,,,,,,Wilmersdorf
206294,Schröter,,,,,,,Wilmersdorf
206294,Lachen und Zurufe.,,,,,,,
206422,Lenz,,,Dr.,,,,Godesberg
206430,Lenz,,,Dr.,,,,Godesberg
206453,Lenz,,,Dr.,,,,Godesberg
206622,Kunze,,,,,,,
206650,Kunze,,,,,,,
206656,Kunze,,,,,,,
206677,Schröter,,,,,,,Wilmersdorf
206679,Weber,,,Dr.,,,,Koblenz
206682,Weber,,,Dr.,,,,Koblenz
206687,Weber,,,Dr.,,,,Koblenz
206696,Schröter,,,,,,,Wilmersdorf
206698,Schröter,,,,,,,Wilmersdorf
206705,Bausch,,,,vom,,,
206710,Hansen,,,,,,,Köln
206710,Andauern Zurufe  SPD. —Auseinandersetzungen zwischen Abgeordneten der SPD und der CDU/CSU.,,,,de,,SPD,
206710,Wittrock,,,,,,,
206728,Becker,,,Dr.,,,,Hersfeld
206742,Hansen,,,,,,,Köln
206745,Brandt,,,,,,,Berlin
206747,Hansen,,,,,,,Köln
206754,Becker,,,,,,,Pirmasens
206761,Schröter,,,,,,,Wilmersdorf
206768,Schröter,,,,,,,Wilmersdorf
206905,Becker,,,Dr.,,,,Hersfeld
206977,Schmitt,,,,,,,Vockenhausen
206998,Baur,,,,,,,Augsburg
207044,Spies,,,,,,,Brücken
207060,Kemper,,,,,,,Trier
207242,Seidl,,,,,,,Dorfen
207244,Schröter,,,,,,,Wilmersdorf
207255,Seidl,,,,,,,Dorfen
207269,Weber,,,Dr.,,,,Koblenz
207288,Kunze,,,,,,,
207301,Seidl,,,,,,,Dorfen
207305,Seidl,,,,,,,Dorfen
